Comparing files film.yuv and FILMDEC.YUV
006AA070: 91 90
006AB31B: 90 8F
006ABE32: 8E 8F
006AC07B: 90 91
006AD56A: 8F 90
006AD713: 90 8F
006ADC73: 8F 8E
006ADE6E: 8D 8E
006ADF67: 8E 8D
006AE36A: 8C 8D
006AE45F: 8F 90
006AF351: 8F 90
006AF645: 8E 8F
006AFC46: 8D 8E
006AFF4B: 8F 8E
006B012B: 84 85
006B023C: 81 82
006B043F: 82 83
006B062A: 84 85
006B063B: 82 83
006B0F2B: 84 85
006B400E: 83 84
006B4408: 83 84
006B6176: 83 84
006B637E: 83 84
006B8A3E: 86 85
006B8B3B: 84 85
006B8C3F: 85 86
006B8C40: 84 85
006B9733: 86 85
006B9F1F: 85 84
006BC837: 86 85
006BD010: 85 84
006BD16C: 84 85
006BD833: 87 86
006BDE6E: 84 85
006BE36A: 84 85
006BEA7B: 83 84
006BF36C: 86 85
006BF645: 85 86
006BFC46: 85 86
006C006A: 22 21
006C0839: 20 21
006C6F36: 25 24
006C7A04: 2A 2B
006CA554: 29 2A
006D0272: 8F 90
006D0E46: 8C 8D
006D104B: 8E 8F
006D171F: 8E 8F
006D1A27: 8C 8D
006D1F0A: 8E 8F
006D1F0F: 8E 8F
006D2213: 8C 8D
006D221E: 8B 8C
006D2309: 8D 8E
006D244E: 8F 90
006D267E: 8E 8F
006D3531: 8F 90
006D375C: 92 93
006D3F23: 90 8F
006D3F2B: 91 90
006D3F60: 93 92
006D434B: 92 91
006D4569: 92 93
006D4B43: 93 92
006D4B6B: 93 92
006D5803: 91 90
006D5F03: 91 90
006D7753: 95 94
006D8304: 91 92
006D8800: 92 91
006D931D: 92 93
006D9408: 94 95
006D9723: 95 94
006D9F53: 95 94
006DA343: 93 94
006DA543: 93 94
006DAE2C: 94 95
006DB355: 94 95
006DB562: 94 95
006DB967: 94 95
006DC823: 95 96
006DC84E: 96 97
006DCA26: 95 96
006DCA28: 95 96
006DCC79: 95 96
006DCE2E: 95 96
006DD031: 95 96
006DD35B: 98 97
006DD366: 98 97
006DD630: 96 97
006DD638: 96 97
006DDB34: 97 98
006DDC34: 98 99
006DDF2F: 98 97
006DE02C: 97 98
006DE310: 98 97
006DE803: 99 98
006DEB70: 99 98
006DF374: 9A 99
006DFB03: 9A 99
006DFC6F: 9A 9B
006DFC70: 99 9A
006DFF20: 9A 99
006E004B: 86 85
006E0053: 87 86
006E0F4B: 85 84
006E0F5B: 88 87
006E0F70: 87 86
006E1804: 84 85
006E1909: 84 85
006E1A27: 85 86
006E1C21: 86 87
006E1C47: 86 85
006E1F0A: 84 85
006E1F53: 88 87
006E1F5B: 89 88
006E1F60: 89 88
006E203C: 86 87
006E221E: 85 86
006E2309: 84 85
006E244E: 88 89
006E293F: 87 88
006E2B2F: 87 86
006E3531: 86 87
006E3713: 87 86
006E3F5F: 8A 89
006E4F03: 86 85
006E7713: 89 88
006E7B5B: 8A 89
006E7F0B: 89 88
006E8304: 88 89
006E835B: 8B 8A
006E8703: 89 88
006E8F4B: 8B 8A
006E8F5A: 8B 8A
006E8F5C: 8A 8B
006E905C: 8B 8C
006E931D: 8A 8B
006E9419: 8A 8B
006EA246: 8A 8B
006EA32A: 8B 8A
006EA34B: 8C 8B
006EAE2C: 8D 8E
006EAF19: 8C 8D
006EB355: 8C 8D
006EB358: 8E 8D
006EB37B: 8D 8C
006EB562: 8C 8D
006EBA6F: 8C 8D
006EBB73: 8D 8C
006EBB7B: 8E 8D
006EBE69: 8E 8D
006EBF20: 8F 8E
006EC250: 8C 8D
006EC84E: 8C 8D
006ECC42: 8C 8D
006ECC79: 8D 8E
006ECE2E: 8E 8F
006ECF19: 8D 8C
006ECF1C: 8E 8F
006ED031: 8E 8F
006EDF17: 90 8F
006EDF30: 8F 8E
006EDF7B: 91 90
006EE303: 90 8F
006EE324: 90 8F
006EE33F: 90 8F
006EE420: 91 90
006EEB37: 91 90
006EF35F: 92 91
006EFB26: 94 93
006EFB4B: 93 92
006F204F: 42 41
006F4A07: 29 28
006F4B34: 28 27
006F5012: 27 28
006F6F02: 28 27
006FAF15: 27 28
006FEF5F: 52 51
0070060A: 9B 9C
00700B1B: 9B 9A
00700B27: 9C 9B
00700E6B: 9B 9A
0070117B: 9B 9A
0070131B: 9C 9B
00702E11: 9B 9C
0070371B: 9D 9C
00703863: 9E 9D
00703F2B: 9E 9F
00703F33: 9D 9E
0070407E: 9B 9A
0070445F: 9D 9E
0070484F: 95 96
00704A11: 9B 9A
00704C07: 96 95
00708703: 97 96
00708A38: 96 95
0070937D: 98 97
0070A743: 97 96
0070B773: 96 95
0070BF30: 97 96
0070C050: 95 94
0070C24F: 94 95
0070C75B: 96 95
0070C763: 97 96
0070CB46: 98 97
0070CF5C: 97 98
0070D076: 98 97
0070DB7B: 99 98
0070DF00: 99 98
0070E307: 9A 99
0070E367: 9A 99
0070E750: 9A 99
0070EB30: 9B 9A
0070EB5B: 9B 9A
0070EB7D: 9D 9C
0070EF5B: 9C 9B
0070F440: 9D 9E
0070FB37: 9E 9D
0071034B: 94 93
00710723: 95 94
00710C78: 94 93
00711341: 97 96
0071172F: 96 95
0071237D: 99 98
00712B77: 95 94
00712F7B: 97 98
00713337: 97 96
00713373: 96 95
00713723: 98 97
00713E70: 96 97
00714556: 7B 7C
00714830: 7B 7C
00714E3F: 7C 7B
00714F76: 96 95
0071C04B: 7C 7B
0071DF79: 7B 7A
0071DF7D: 7E 7D
0071F000: 77 76
00720710: 67 66
00721E11: 75 74
00722105: 73 72
00724B2C: 48 47
0072535C: 43 42
00725D60: 3B 3A
00725E4A: 3A 39
00729670: 32 33
0072A43F: 36 35
0072BC06: 31 32
0072D649: 38 37
0073003E: 9F 9E
00730753: 9F 9E
00730E4B: 9E 9D
00730E53: 9F 9E
00731271: A5 A6
0073142B: AE AD
00731578: B1 B0
00731912: AF B0
00732F4F: B2 B3
00733047: B2 B1
00733623: B0 AF
00733C0B: AE AD
0073403F: AE AD
0073406F: AE AD
0073463B: AC AB
00734C1B: A9 A8
0073563B: A7 A6
00735C3B: A4 A3
00735C5F: A5 A4
00736043: A4 A3
00736443: A3 A2
00736650: A3 A2
00736678: A2 A1
00736A78: A1 A0
00737F13: A1 A0
0073870B: 9F A0
0073A70B: 9E 9F
0073C377: A0 9F
0073CB63: 9F 9E
0073CB73: A1 A0
0073CF5C: 9E 9F
0073D310: 9E 9F
0073D60E: 9E 9F
0073D72F: A0 9F
0073DB67: A2 A1
0073DC60: A1 A2
0073DF50: A1 A0
0073E803: A1 A0
0073F47D: A7 A6
0073FF63: A4 A3
00740420: 76 75
00740660: 75 74
00740F73: 78 79
00741123: 77 76
00741648: 79 78
0074165A: 79 78
0074184B: 79 78
00742B27: 79 78
00742B43: 78 77
00742F43: 79 78
00743C6F: 7C 7D
00744C6F: 7F 80
00744D35: 83 82
00746060: 83 82
0074645A: 83 84
0074667D: 86 85
00746856: 82 81
00746A7D: 85 84
00746C23: 82 81
00746C30: 82 81
00746C7D: 84 83
00746F2F: 81 82
00747437: 80 7F
00747C77: 7E 7D
00748616: 7E 7D
00748850: 7D 7C
00748870: 7C 7B
0074887D: 80 7F
00748F7B: 7D 7E
00748F7C: 7E 7F
0074971F: 7B 7C
0074AA6A: 78 77
0074AF2F: 78 79
0074B010: 79 78
0074B017: 79 78
0074B020: 79 78
0074B820: 78 77
0074CF6B: 78 77
0074D367: 78 77
0074D36B: 79 78
0074D373: 7A 79
0074D724: 78 77
0074D740: 77 76
0074D767: 79 78
0074DB7B: 7D 7E
0074DB7C: 7E 7F
0074DE20: 7A 7B
0074DF40: 79 78
0074E064: 7A 7B
0074E403: 7C 7B
0074F630: 7C 7B
0074F72F: 7C 7D
0074F82F: 7B 7C
0074F870: 7A 79
00750110: 40 41
00760C10: A3 A4
00761463: A3 A2
0076166B: A3 A2
00761673: A4 A3
00761A73: A3 A2
00761F73: A3 A2
0076204C: A3 A2
00762C2B: A1 A2
0076307D: A5 A6
0076332F: A2 A3
0076342F: A1 A2
0076365B: A1 A0
00770F1F: 7B 7C
00771838: 79 78
00771C16: 7B 7A
00772F79: 77 78
00773170: 78 77
00773570: 7B 7A
